track,quarter_region,available_quarters,operating_label,activity,years,annualized_official_sum_eok,annualized_abs_error_sum_eok,annualized_wape_pct,max_annualized_ape_pct,years_over_5pct,years_over_10pct,cause_class,needed_direct_data,candidate_action
prior_year_province_anchor,대구,1,1분기+1개월,숙박 및 음식점업,5,93824.05,7029.18623462166,7.491881063140698,15.094054922538508,3,2,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,1,1분기+1개월,운수 및 창고업,5,135522.65,8806.408121374749,6.498107970420257,8.69496047165815,4,0,항만·공항·물류거점 활동량의 지역차,"항만 물동량, 공항 여객/화물, 물류창고 인허가, 대중교통 승하차",항만/공항/물류 활동량이 큰 지역만 독립 라우팅
prior_year_province_anchor,대구,1,1분기+1개월,정보통신업,5,105860.24,4597.097751430658,4.342610361955213,7.82545067762289,2,0,플랫폼·방송·통신사업자 집중과 지역 사업장 구조,방송/통신/콘텐츠 사업자 매출·사업체·고용,대형 사업자 집중 지역은 사업체·고용 구조 보정
prior_year_province_anchor,대구,2,1~2분기+1개월,건설업,5,179601.84999999998,18542.88561681091,10.324440208611945,28.494585279017436,3,2,지역 건설수주·착공·준공 시차,"건축허가·착공·사용승인, 건설수주 공종별 지역자료",BOK식 건축 12분기·토목 24분기 분산지표와 건축물대장 이벤트 결합
prior_year_province_anchor,대구,2,1~2분기+1개월,"공공 행정, 국방·사회보장",5,231209.36000000002,4026.347792423905,1.7414294094425524,5.931854450687067,1,0,정부·군·행정기관 지출의 지역 귀속,"지방재정 집행, 정부기관/군부대 고용, 예산집행",전국분기비중 + 지역 공공고용/재정집행 보조
prior_year_province_anchor,대구,2,1~2분기+1개월,"광업, 제조업",5,616464.65,15459.744998354217,2.5078072194981846,6.539914346704492,1,0,지역 제조업 구조·대형사업장 충격,시도/시군구 제조업 중분류 생산·출하·공장가동·전력·수출,중분류 제조업 생산지수/공장등록/전력/수출을 결합한 제조업 특화 시간배분
prior_year_province_anchor,대구,2,1~2분기+1개월,교육 서비스업,5,232082.38,2150.1566966868413,0.9264627054784776,1.6602072490228614,0,0,학령인구·대학·공공교육 지출 구조,"학교/학생/교직원, 대학 재정, 교육청 집행",교육통계 stock과 교육재정 flow 결합
prior_year_province_anchor,대구,2,1~2분기+1개월,금융 및 보험업,5,211624.56999999998,3377.3684138920944,1.5959245251589145,4.475505279325001,0,0,본점/지점 소재와 생산 귀속 차이,금융기관 점포·예수금·대출금·보험계약,시도 단위 금융활동 보조지표로만 완만 보정
prior_year_province_anchor,대구,2,1~2분기+1개월,기타산업 및 순생산물세,5,273198.73,6740.415930531904,2.4672208141421104,4.01200185665419,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,도매 및 소매업,5,271531.56,4343.594424473173,1.5996646667787613,3.920922982325599,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,문화 및 기타서비스업,5,105734.45999999999,3531.1573248402965,3.3396466249889554,6.518215770848686,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,보건 및 사회복지업,5,311266.2,5755.419540718503,1.8490345372284247,4.750479841671304,0,0,의료기관·요양·복지시설 집중,"병상수, 의료기관, 건강보험 진료비, 복지시설",의료이용·시설 stock 기반 특화 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,부동산업,5,348291.23,7442.858762414835,2.1369641614044763,3.1286899062261044,0,0,거래·임대·공시가격·입주물량의 지역 시차,"실거래, 전월세, 건축물대장, 공동주택 공시가격, 입주/준공",거래·임대 flow와 stock 지표를 구분한 부동산 특화 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,사업서비스업,5,211866.05000000002,7644.032626015702,3.6079554161772034,6.282049169470522,2,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,서비스업,5,2256136.48,30957.537221543957,1.3721482497168769,1.9554718114029763,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,숙박 및 음식점업,5,93824.05,2851.6509761947,3.039360351844436,7.531071749832294,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,운수 및 창고업,5,135522.65,4738.352990572821,3.4963550303752333,4.0283110838423,0,0,항만·공항·물류거점 활동량의 지역차,"항만 물동량, 공항 여객/화물, 물류창고 인허가, 대중교통 승하차",항만/공항/물류 활동량이 큰 지역만 독립 라우팅
prior_year_province_anchor,대구,2,1~2분기+1개월,정보통신업,5,105860.24,4104.505334394209,3.877287010112776,6.99873262581367,1,0,플랫폼·방송·통신사업자 집중과 지역 사업장 구조,방송/통신/콘텐츠 사업자 매출·사업체·고용,대형 사업자 집중 지역은 사업체·고용 구조 보정
prior_year_province_anchor,대구,3,1~3분기+1개월,건설업,5,179601.84999999998,17330.816945343955,9.649575962243127,25.176369539418275,3,3,지역 건설수주·착공·준공 시차,"건축허가·착공·사용승인, 건설수주 공종별 지역자료",BOK식 건축 12분기·토목 24분기 분산지표와 건축물대장 이벤트 결합
prior_year_province_anchor,대구,3,1~3분기+1개월,"공공 행정, 국방·사회보장",5,231209.36000000002,3925.913841484289,1.6979908778279085,5.9374692097122255,1,0,정부·군·행정기관 지출의 지역 귀속,"지방재정 집행, 정부기관/군부대 고용, 예산집행",전국분기비중 + 지역 공공고용/재정집행 보조
prior_year_province_anchor,대구,3,1~3분기+1개월,"광업, 제조업",5,616464.65,15398.59333129067,2.4978874832953792,5.702668191915581,1,0,지역 제조업 구조·대형사업장 충격,시도/시군구 제조업 중분류 생산·출하·공장가동·전력·수출,중분류 제조업 생산지수/공장등록/전력/수출을 결합한 제조업 특화 시간배분
prior_year_province_anchor,대구,3,1~3분기+1개월,교육 서비스업,5,232082.38,1239.6679236017735,0.5341499529614326,0.8436150350175186,0,0,학령인구·대학·공공교육 지출 구조,"학교/학생/교직원, 대학 재정, 교육청 집행",교육통계 stock과 교육재정 flow 결합
prior_year_province_anchor,대구,3,1~3분기+1개월,금융 및 보험업,5,211624.56999999998,4347.337747464313,2.0542689100156535,4.330720065047409,0,0,본점/지점 소재와 생산 귀속 차이,금융기관 점포·예수금·대출금·보험계약,시도 단위 금융활동 보조지표로만 완만 보정
prior_year_province_anchor,대구,3,1~3분기+1개월,기타산업 및 순생산물세,5,273198.73,7247.586594770648,2.652862476619364,4.474847999146921,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,도매 및 소매업,5,271531.56,2391.0816094747424,0.8805906795787357,1.9387864463186864,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,문화 및 기타서비스업,5,105734.45999999999,3916.0443954805487,3.703659521673964,7.916581899739683,2,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,보건 및 사회복지업,5,311266.2,4511.3892205472,1.4493668829276034,3.6899936364056134,0,0,의료기관·요양·복지시설 집중,"병상수, 의료기관, 건강보험 진료비, 복지시설",의료이용·시설 stock 기반 특화 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,부동산업,5,348291.23,6962.29018747744,1.998985213459851,3.5250008228917427,0,0,거래·임대·공시가격·입주물량의 지역 시차,"실거래, 전월세, 건축물대장, 공동주택 공시가격, 입주/준공",거래·임대 flow와 stock 지표를 구분한 부동산 특화 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,사업서비스업,5,211866.05000000002,7690.858862387096,3.6300572283228463,5.810543817890982,2,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,서비스업,5,2256136.48,30558.55046769255,1.3544637365064256,1.9365624613705783,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,숙박 및 음식점업,5,93824.05,1258.8846471048,1.3417504862610385,3.12395928460863,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,운수 및 창고업,5,135522.65,3724.7835588324597,2.7484583269530667,4.08382612691475,0,0,항만·공항·물류거점 활동량의 지역차,"항만 물동량, 공항 여객/화물, 물류창고 인허가, 대중교통 승하차",항만/공항/물류 활동량이 큰 지역만 독립 라우팅
prior_year_province_anchor,대구,3,1~3분기+1개월,정보통신업,5,105860.24,4379.074312407982,4.136656323854907,7.034769538352714,2,0,플랫폼·방송·통신사업자 집중과 지역 사업장 구조,방송/통신/콘텐츠 사업자 매출·사업체·고용,대형 사업자 집중 지역은 사업체·고용 구조 보정
prior_year_province_anchor,대구,4,공표 후 정밀화,건설업,5,179601.84999999998,15944.472013042061,8.877676935422471,23.362512678606073,3,3,지역 건설수주·착공·준공 시차,"건축허가·착공·사용승인, 건설수주 공종별 지역자료",BOK식 건축 12분기·토목 24분기 분산지표와 건축물대장 이벤트 결합
prior_year_province_anchor,대구,4,공표 후 정밀화,"공공 행정, 국방·사회보장",5,231209.36000000002,3729.6368885516713,1.6130994387734439,5.732752701378071,1,0,정부·군·행정기관 지출의 지역 귀속,"지방재정 집행, 정부기관/군부대 고용, 예산집행",전국분기비중 + 지역 공공고용/재정집행 보조
prior_year_province_anchor,대구,4,공표 후 정밀화,"광업, 제조업",5,616464.65,17046.275457154872,2.765166738620758,4.9955938256432555,0,0,지역 제조업 구조·대형사업장 충격,시도/시군구 제조업 중분류 생산·출하·공장가동·전력·수출,중분류 제조업 생산지수/공장등록/전력/수출을 결합한 제조업 특화 시간배분
prior_year_province_anchor,대구,4,공표 후 정밀화,교육 서비스업,5,232082.38,933.4497231060668,0.40220620070600227,0.6942356237726658,0,0,학령인구·대학·공공교육 지출 구조,"학교/학생/교직원, 대학 재정, 교육청 집행",교육통계 stock과 교육재정 flow 결합
prior_year_province_anchor,대구,4,공표 후 정밀화,금융 및 보험업,5,211624.56999999998,5476.453987318193,2.587815766060715,4.154522828509599,0,0,본점/지점 소재와 생산 귀속 차이,금융기관 점포·예수금·대출금·보험계약,시도 단위 금융활동 보조지표로만 완만 보정
prior_year_province_anchor,대구,4,공표 후 정밀화,기타산업 및 순생산물세,5,273198.73,6962.315431260409,2.5484435565496257,5.02427268119138,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,도매 및 소매업,5,271531.56,1827.6556296306953,0.6730914187767696,1.095496064693179,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,문화 및 기타서비스업,5,105734.45999999999,4084.990384897399,3.863442802750777,7.635959741668465,2,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,보건 및 사회복지업,5,311266.2,3782.570637462508,1.2152204889135112,3.016513799663821,0,0,의료기관·요양·복지시설 집중,"병상수, 의료기관, 건강보험 진료비, 복지시설",의료이용·시설 stock 기반 특화 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,부동산업,5,348291.23,6954.505247106135,1.9967500321802925,3.996253654170939,0,0,거래·임대·공시가격·입주물량의 지역 시차,"실거래, 전월세, 건축물대장, 공동주택 공시가격, 입주/준공",거래·임대 flow와 stock 지표를 구분한 부동산 특화 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,사업서비스업,5,211866.05000000002,8421.28717267845,3.9748167168257726,5.785937360044747,2,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,서비스업,5,2256136.48,24181.863633173634,1.0718262768027949,2.00067989787414,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,숙박 및 음식점업,5,93824.05,2270.845146507194,2.4203230904093287,3.890525530968008,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,운수 및 창고업,5,135522.65,3127.735646243589,2.307906203312575,4.863290870315486,0,0,항만·공항·물류거점 활동량의 지역차,"항만 물동량, 공항 여객/화물, 물류창고 인허가, 대중교통 승하차",항만/공항/물류 활동량이 큰 지역만 독립 라우팅
prior_year_province_anchor,대구,4,공표 후 정밀화,정보통신업,5,105860.24,4368.2361704865,4.126418162745994,7.034404982425261,2,0,플랫폼·방송·통신사업자 집중과 지역 사업장 구조,방송/통신/콘텐츠 사업자 매출·사업체·고용,대형 사업자 집중 지역은 사업체·고용 구조 보정
prior_year_province_anchor,세종,1,1분기+1개월,건설업,5,57077.29,3521.9806308912084,6.170546343197458,20.64791152031073,1,1,지역 건설수주·착공·준공 시차,"건축허가·착공·사용승인, 건설수주 공종별 지역자료",BOK식 건축 12분기·토목 24분기 분산지표와 건축물대장 이벤트 결합
prior_year_province_anchor,세종,1,1분기+1개월,"공공 행정, 국방·사회보장",5,210067.62,4780.096713148763,2.2755038178414946,6.094637109703897,1,0,정부·군·행정기관 지출의 지역 귀속,"지방재정 집행, 정부기관/군부대 고용, 예산집행",전국분기비중 + 지역 공공고용/재정집행 보조
prior_year_province_anchor,세종,1,1분기+1개월,"광업, 제조업",5,165129.74,3008.268728478335,1.8217607128057824,3.602383108747984,0,0,지역 제조업 구조·대형사업장 충격,시도/시군구 제조업 중분류 생산·출하·공장가동·전력·수출,중분류 제조업 생산지수/공장등록/전력/수출을 결합한 제조업 특화 시간배분
prior_year_province_anchor,세종,1,1분기+1개월,교육 서비스업,5,51617.67999999999,986.7803364195006,1.9117099730547764,3.596721344477806,0,0,학령인구·대학·공공교육 지출 구조,"학교/학생/교직원, 대학 재정, 교육청 집행",교육통계 stock과 교육재정 flow 결합
prior_year_province_anchor,세종,1,1분기+1개월,금융 및 보험업,5,24982.41,732.314984051679,2.931322414657669,6.197063087198618,1,0,본점/지점 소재와 생산 귀속 차이,금융기관 점포·예수금·대출금·보험계약,시도 단위 금융활동 보조지표로만 완만 보정
prior_year_province_anchor,세종,1,1분기+1개월,기타산업 및 순생산물세,5,68429.66,1949.2076564298404,2.848483620158043,6.386834854363507,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,도매 및 소매업,5,18003.26,532.6558201930866,2.958663154301424,6.885545930988571,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,문화 및 기타서비스업,5,18076.690000000002,736.979633670971,4.076961178572907,11.055242819410903,1,1,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,보건 및 사회복지업,5,27548.35,1610.6090539588013,5.846481019584844,19.280371819375866,2,1,의료기관·요양·복지시설 집중,"병상수, 의료기관, 건강보험 진료비, 복지시설",의료이용·시설 stock 기반 특화 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,부동산업,5,54149.57,2130.717304838785,3.934873914675195,8.761333360568644,1,0,거래·임대·공시가격·입주물량의 지역 시차,"실거래, 전월세, 건축물대장, 공동주택 공시가격, 입주/준공",거래·임대 flow와 stock 지표를 구분한 부동산 특화 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,사업서비스업,5,37778.399999999994,2160.0108255158275,5.717581542669429,20.439728951149604,1,1,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,서비스업,5,481036.36,19150.655257599705,3.9811242662820137,5.126617166814028,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,숙박 및 음식점업,5,13465.75,1291.4137868450946,9.59035914705898,24.92932032115022,2,2,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,운수 및 창고업,5,13935.89,832.4132239788923,5.973161556089295,16.632065604122747,3,1,항만·공항·물류거점 활동량의 지역차,"항만 물동량, 공항 여객/화물, 물류창고 인허가, 대중교통 승하차",항만/공항/물류 활동량이 큰 지역만 독립 라우팅
prior_year_province_anchor,세종,1,1분기+1개월,정보통신업,5,12443.59,697.9638939793604,5.609023553326334,17.199701270328106,1,1,플랫폼·방송·통신사업자 집중과 지역 사업장 구조,방송/통신/콘텐츠 사업자 매출·사업체·고용,대형 사업자 집중 지역은 사업체·고용 구조 보정
prior_year_province_anchor,세종,2,1~2분기+1개월,건설업,5,57077.29,3151.614054653317,5.521660286697768,17.698749956860045,1,1,지역 건설수주·착공·준공 시차,"건축허가·착공·사용승인, 건설수주 공종별 지역자료",BOK식 건축 12분기·토목 24분기 분산지표와 건축물대장 이벤트 결합
prior_year_province_anchor,세종,2,1~2분기+1개월,"공공 행정, 국방·사회보장",5,210067.62,4640.864970802177,2.2092243301476815,5.478289002051966,1,0,정부·군·행정기관 지출의 지역 귀속,"지방재정 집행, 정부기관/군부대 고용, 예산집행",전국분기비중 + 지역 공공고용/재정집행 보조
prior_year_province_anchor,세종,2,1~2분기+1개월,"광업, 제조업",5,165129.74,3121.0772137105487,1.8900757753936686,2.462739605274285,0,0,지역 제조업 구조·대형사업장 충격,시도/시군구 제조업 중분류 생산·출하·공장가동·전력·수출,중분류 제조업 생산지수/공장등록/전력/수출을 결합한 제조업 특화 시간배분
prior_year_province_anchor,세종,2,1~2분기+1개월,교육 서비스업,5,51617.67999999999,951.8640759833779,1.8440659789114466,3.7736745128847926,0,0,학령인구·대학·공공교육 지출 구조,"학교/학생/교직원, 대학 재정, 교육청 집행",교육통계 stock과 교육재정 flow 결합
prior_year_province_anchor,세종,2,1~2분기+1개월,금융 및 보험업,5,24982.41,846.932488786173,3.3901152402277166,5.694824628216645,1,0,본점/지점 소재와 생산 귀속 차이,금융기관 점포·예수금·대출금·보험계약,시도 단위 금융활동 보조지표로만 완만 보정
prior_year_province_anchor,세종,2,1~2분기+1개월,기타산업 및 순생산물세,5,68429.66,1671.645427909405,2.4428667743043078,5.449830381541192,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,도매 및 소매업,5,18003.26,624.3644668471247,3.4680633776722924,6.566164911743567,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,문화 및 기타서비스업,5,18076.690000000002,474.2839297554251,2.6237321642149367,7.1055637095935875,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,보건 및 사회복지업,5,27548.35,1692.4787440203404,6.1436664773764695,17.370167141078692,2,1,의료기관·요양·복지시설 집중,"병상수, 의료기관, 건강보험 진료비, 복지시설",의료이용·시설 stock 기반 특화 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,부동산업,5,54149.57,2104.099574762624,3.8857179747920876,7.952713283975885,1,0,거래·임대·공시가격·입주물량의 지역 시차,"실거래, 전월세, 건축물대장, 공동주택 공시가격, 입주/준공",거래·임대 flow와 stock 지표를 구분한 부동산 특화 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,사업서비스업,5,37778.399999999994,1913.8568280747895,5.066008163592926,17.85864595047189,1,1,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,서비스업,5,481036.36,13032.330082502944,2.7092193368715294,3.811856534771933,0,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,숙박 및 음식점업,5,13465.75,886.6582546634522,6.584544155828322,18.24241180541811,3,1,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,운수 및 창고업,5,13935.89,592.3438541723926,4.250491745933648,8.547012443488939,2,0,항만·공항·물류거점 활동량의 지역차,"항만 물동량, 공항 여객/화물, 물류창고 인허가, 대중교통 승하차",항만/공항/물류 활동량이 큰 지역만 독립 라우팅
prior_year_province_anchor,세종,2,1~2분기+1개월,정보통신업,5,12443.59,787.1515656012548,6.325759411883988,16.379247927846485,1,1,플랫폼·방송·통신사업자 집중과 지역 사업장 구조,방송/통신/콘텐츠 사업자 매출·사업체·고용,대형 사업자 집중 지역은 사업체·고용 구조 보정
prior_year_province_anchor,세종,3,1~3분기+1개월,건설업,5,57077.29,2942.532249463571,5.1553468103751445,14.659323479939257,2,1,지역 건설수주·착공·준공 시차,"건축허가·착공·사용승인, 건설수주 공종별 지역자료",BOK식 건축 12분기·토목 24분기 분산지표와 건축물대장 이벤트 결합
prior_year_province_anchor,세종,3,1~3분기+1개월,"공공 행정, 국방·사회보장",5,210067.62,4557.296533400884,2.16944264584941,5.473279020562898,1,0,정부·군·행정기관 지출의 지역 귀속,"지방재정 집행, 정부기관/군부대 고용, 예산집행",전국분기비중 + 지역 공공고용/재정집행 보조
prior_year_province_anchor,세종,3,1~3분기+1개월,"광업, 제조업",5,165129.74,3121.350799016913,1.8902414543963508,3.4710489722461073,0,0,지역 제조업 구조·대형사업장 충격,시도/시군구 제조업 중분류 생산·출하·공장가동·전력·수출,중분류 제조업 생산지수/공장등록/전력/수출을 결합한 제조업 특화 시간배분
prior_year_province_anchor,세종,3,1~3분기+1개월,교육 서비스업,5,51617.67999999999,919.0782759103658,1.7805493697321655,3.4346071915839023,0,0,학령인구·대학·공공교육 지출 구조,"학교/학생/교직원, 대학 재정, 교육청 집행",교육통계 stock과 교육재정 flow 결합
prior_year_province_anchor,세종,3,1~3분기+1개월,금융 및 보험업,5,24982.41,987.1735077864523,3.9514742884551666,5.215153825045416,1,0,본점/지점 소재와 생산 귀속 차이,금융기관 점포·예수금·대출금·보험계약,시도 단위 금융활동 보조지표로만 완만 보정
prior_year_province_anchor,세종,3,1~3분기+1개월,기타산업 및 순생산물세,5,68429.66,1865.0919131223272,2.7255606897978555,5.987590538847209,1,0,전국 공통 분기비중과 지역 구조 차이,시도/시군구 직접 활동자료,활동자료가 확인되는 지역·업종만 독립 라우팅
